Timestamp, pos_x, pos_y, pos_z, cam_qx, cam_qy, cam_qz, cam_qw, ss_qx, ss_qy, ss_qz, ss_qw, gyro_x, gyro_y, gyro_z, acc_x, acc_y, acc_z, mag_x, mag_y, mag_z, stillness, isTracked
0, 0.3040847, -0.3727194, 1.158487, -0.006048428, -0.02012588, 0.02355985, 0.9995016, 0.0002634714, -0.01546358, 3.458047E-05, -0.9998804, -0.009773556, 0.009773556, -0.003665083, 0.01049805, 1.007324, 0.008300781, -0.04392551, -0.2326305, 0.2339831, 1, 1
7, 0.3040963, -0.3727292, 1.158494, -0.006008903, -0.02017374, 0.02360456, 0.9994997, 0.0002634714, -0.01546358, 3.458047E-05, -0.9998804, -0.009773556, 0.009773556, -0.003665083, 0.01049805, 1.007324, 0.008300781, -0.04392551, -0.2326305, 0.2339831, 1, 1
17, 0.3040971, -0.3727297, 1.158508, -0.006122378, -0.02012743, 0.02360749, 0.9995, 0.0002634714, -0.01546358, 3.458047E-05, -0.9998804, -0.009773556, 0.009773556, -0.003665083, 0.01049805, 1.007324, 0.008300781, -0.04392551, -0.2326305, 0.2339831, 1, 1
23, 0.3040949, -0.3727167, 1.158494, -0.006042806, -0.02017738, 0.02356893, 0.9995004, 0.0002634714, -0.01546358, 3.458047E-05, -0.9998804, -0.009773556, 0.009773556, -0.003665083, 0.01049805, 1.007324, 0.008300781, -0.04392551, -0.2326305, 0.2339831, 1, 1
32, 0.3040932, -0.3727221, 1.158502, -0.006074411, -0.0201169, 0.02356544, 0.9995015, 0.0002634714, -0.01546358, 3.458047E-05, -0.9998804, -0.009773556, 0.009773556, -0.003665083, 0.01049805, 1.007324, 0.008300781, -0.04392551, -0.2326305, 0.2339831, 1, 1
40, 0.304092, -0.3727318, 1.158493, -0.006096669, -0.02013465, 0.02354746, 0.9995014, 0.0002634714, -0.01546358, 3.458047E-05, -0.9998804, -0.009773556, 0.009773556, -0.003665083, 0.01049805, 1.007324, 0.008300781, -0.04392551, -0.2326305, 0.2339831, 1, 1
48, 0.3040949, -0.3727222, 1.158498, -0.006048705, -0.02011304, 0.02357102, 0.9995016, 0.0002634714, -0.01546358, 3.458047E-05, -0.9998804, -0.009773556, 0.009773556, -0.003665083, 0.01049805, 1.007324, 0.008300781, -0.04392551, -0.2326305, 0.2339831, 1, 1
57, 0.3041117, -0.3727253, 1.158512, -0.006043517, -0.02014955, 0.02358814, 0.9995004, 0.0002634714, -0.01546358, 3.458047E-05, -0.9998804, -0.009773556, 0.009773556, -0.003665083, 0.01049805, 1.007324, 0.008300781, -0.04392551, -0.2326305, 0.2339831, 1, 1
65, 0.3041068, -0.3727172, 1.158487, -0.006062076, -0.02010939, 0.02354323, 0.9995022, 0.0002634714, -0.01546358, 3.458047E-05, -0.9998804, -0.009773556, 0.009773556, -0.003665083, 0.01049805, 1.007324, 0.008300781, -0.04392551, -0.2326305, 0.2339831, 1, 1
74, 0.3041084, -0.3727165, 1.158478, -0.006063853, -0.02013241, 0.02356398, 0.9995013, 0.0002634714, -0.01546358, 3.458047E-05, -0.9998804, -0.009773556, 0.009773556, -0.003665083, 0.01049805, 1.007324, 0.008300781, -0.04392551, -0.2326305, 0.2339831, 1, 1
82, 0.3041075, -0.3727177, 1.158492, -0.006066311, -0.0201709, 0.02360347, 0.9994995, 0.0002634714, -0.01546358, 3.458047E-05, -0.9998804, -0.009773556, 0.009773556, -0.003665083, 0.01049805, 1.007324, 0.008300781, -0.04392551, -0.2326305, 0.2339831, 1, 1
90, 0.3040943, -0.3727097, 1.158478, -0.006039212, -0.02015408, 0.02359266, 0.9995003, 0.0002634714, -0.01546358, 3.458047E-05, -0.9998804, -0.009773556, 0.009773556, -0.003665083, 0.01049805, 1.007324, 0.008300781, -0.04392551, -0.2326305, 0.2339831, 1, 1
98, 0.3041014, -0.372725, 1.158507, -0.006090466, -0.02015655, 0.02360679, 0.9994996, 0.0001347292, -2.184403E-05, 2.929475E-06, 0.9999998, -0.01221694, 0.02321219, 0, 0.01025391, 1.01001, 0.006591797, -0.04321683, -0.2320395, 0.2340798, 0.9996668, 1
108, 0.3040928, -0.3727299, 1.158498, -0.006024821, -0.02011596, 0.0235477, 0.9995022, 0.0001711083, -7.19566E-06, 2.089515E-05, 0.9999998, -0.008551861, -0.003665083, -0.007330167, 0.009277344, 1.008301, 0.007324219, -0.0426627, -0.2317093, 0.2336695, 1, 1
115, 0.3040972, -0.3727251, 1.158501, -0.006050227, -0.02016436, 0.02359466, 0.9994999, 0.0002124367, -8.013543E-05, 2.849847E-06, 0.9999998, -0.006108472, 0.01710372, 0, 0.008789063, 1.008301, 0.006347656, -0.0426627, -0.2317093, 0.2336695, 1, 1
123, 0.3040884, -0.3727171, 1.158487, -0.006024092, -0.02014407, 0.02357496, 0.999501, 0.00025691, -0.0001219712, 2.529146E-05, 0.9999998, -0.003665083, 0.03420744, 0.009773556, 0.008789063, 1.013184, 0.003173828, -0.04289535, -0.2318176, 0.2338617, 0.9870935, 1
132, 0.3040861, -0.3727168, 1.158486, -0.006097401, -0.02012815, 0.02355308, 0.9995013, 0.00025691, -0.0001219712, 2.529146E-05, 0.9999998, -0.003665083, 0.03420744, 0.009773556, 0.008789063, 1.013184, 0.003173828, -0.04289535, -0.2318176, 0.2338617, 0.9870935, 1
140, 0.3040877, -0.3727217, 1.158484, -0.006043724, -0.02015887, 0.02358186, 0.9995005, 0.0002786772, -3.846156E-05, 9.076484E-05, 0.9999997, -0.01221694, 0.01954711, 0.01710372, 0.009765625, 1.007324, 0.00390625, -0.043357, -0.232089, 0.2342918, 1, 1
148, 0.3040871, -0.3727172, 1.158491, -0.006032359, -0.0201074, 0.02356739, 0.9995019, 0.0002579342, -1.115841E-07, 9.942707E-05, 0.9999998, -0.01832542, 0.009773556, -0.002443389, 0.008300781, 1.008789, 0.008300781, -0.04300573, -0.2326533, 0.2336284, 1, 1
157, 0.3040932, -0.372721, 1.1585, -0.006045799, -0.02019555, 0.02362135, 0.9994988, 0.0002353573, -1.602166E-08, 6.601401E-05, 0.9999998, -0.01343864, 0, -0.0219905, 0.009765625, 1.01123, 0.004150391, -0.04352372, -0.2324367, 0.2337546, 0.9948555, 1
173, 0.3041008, -0.3727226, 1.158502, -0.006031219, -0.02012723, 0.02356979, 0.9995015, 0.0002101011, 7.638744E-05, -6.207731E-06, 0.9999998, -0.01221694, 0.02443389, 0.009773556, 0.01416016, 1.011475, 0.007324219, -0.04353873, -0.2324691, 0.2335861, 0.993599, 1
176, 0.3041023, -0.3727313, 1.158498, -0.006085433, -0.02013689, 0.02356517, 0.999501, 0.0002101011, 7.638744E-05, -6.207731E-06, 0.9999998, -0.01221694, 0.02443389, 0.009773556, 0.01416016, 1.011475, 0.007324219, -0.04353873, -0.2324691, 0.2335861, 0.993599, 1
182, 0.3040997, -0.3727216, 1.15848, -0.006090504, -0.02013331, 0.02357404, 0.9995009, 0.0001687477, 0.0001408455, 1.788093E-05, 0.9999999, -0.01099525, 0.01832542, 0, 0.007324219, 1.011719, 0.005859375, -0.04364443, -0.2325877, 0.2332729, 0.992951, 1
190, 0.3041042, -0.3727082, 1.158471, -0.006021715, -0.02014901, 0.02356674, 0.999501, 0.0001687477, 0.0001408455, 1.788093E-05, 0.9999999, -0.01099525, 0.01832542, 0, 0.007324219, 1.011719, 0.005859375, -0.04364443, -0.2325877, 0.2332729, 0.992951, 1
199, 0.3041091, -0.3727088, 1.158492, -0.006038072, -0.02014934, 0.023593, 0.9995004, 6.112015E-05, 0.000227824, 1.896871E-05, 0.9999999, -0.01588203, 0.01588203, 0.002443389, 0.008789063, 1.010498, 0.003662109, -0.04353065, -0.2328817, 0.2330209, 0.9978285, 1
207, 0.3041054, -0.3727152, 1.158473, -0.006050245, -0.02015843, 0.02355261, 0.999501, 1.297917E-05, 0.000191004, 1.466833E-06, 0.9999998, -0.004886778, -0.001221695, 0, 0.009277344, 1.011475, 0.006103516, -0.0433311, -0.2328, 0.232816, 0.9938579, 1
215, 0.304099, -0.3727243, 1.158475, -0.006052121, -0.02012944, 0.02354751, 0.9995017, -4.827294E-05, 0.0002128611, 1.460081E-05, 0.9999998, -0.007330167, 0.01099525, -0.002443389, 0.01147461, 1.008301, 0.004394531, -0.04274657, -0.2321765, 0.2325917, 1, 1
223, 0.3040967, -0.3727226, 1.158506, -0.006051416, -0.02015586, 0.02355229, 0.9995012, -4.827294E-05, 0.0002128611, 1.460081E-05, 0.9999998, -0.01954711, 0.01954711, 0.003665083, 0.01342773, 1.011475, 0.005371094, -0.04220775, -0.2317459, 0.2324827, 0.9936882, 1
232, 0.3040828, -0.3727251, 1.158501, -0.006042907, -0.02015712, 0.02356041, 0.999501, -0.0001131225, 7.650304E-05, -1.102034E-05, 0.9999999, -0.009773556, 0.01466033, 0, 0.01049805, 1.010742, 0.008789063, -0.04261649, -0.2318273, 0.2328095, 0.9966603, 1
240, 0.30408, -0.3727262, 1.158483, -0.006118891, -0.02010698, 0.02356992, 0.9995013, -0.0001131225, 7.650304E-05, -1.102034E-05, 0.9999999, -0.009773556, 0.01466033, 0, 0.01049805, 1.010742, 0.008789063, -0.04261649, -0.2318273, 0.2328095, 0.9966603, 1
249, 0.3040913, -0.3727316, 1.158512, -0.006101221, -0.0201311, 0.02355779, 0.9995012, -0.0001142338, 4.344239E-05, 6.579328E-06, 0.9999998, -0.01343864, 0.009773556, 0.002443389, 0.0078125, 1.007813, 0.0002441406, -0.04258479, -0.2317729, 0.2331905, 1, 1
257, 0.3040935, -0.3727083, 1.158483, -0.006019929, -0.02015342, 0.0235603, 0.9995012, -5.596961E-05, -2.997452E-05, -1.785811E-06, 0.9999998, 0, 0.01343864, 0.003665083, 0.006835938, 1.012207, 0.001220703, -0.04227457, -0.2316344, 0.2335894, 0.9910765, 1
265, 0.3040965, -0.3727176, 1.158489, -0.006058226, -0.02011582, 0.02357973, 0.9995013, -5.596961E-05, -2.997452E-05, -1.785811E-06, 0.9999998, 0, 0.01343864, 0.003665083, 0.01367188, 1.013184, 0.005615234, -0.0428745, -0.2321517, 0.2334636, 0.9868346, 1
273, 0.3040964, -0.3727245, 1.158485, -0.006039031, -0.0201465, 0.02357511, 0.9995008, 1.252466E-05, -7.856573E-05, 2.305396E-05, 0.9999998, -0.009773556, 0, -0.008551861, 0.01171875, 1.012695, 0.006103516, -0.04291135, -0.2318943, 0.2331224, 0.988874, 1
282, 0.3040875, -0.372726, 1.158492, -0.006037722, -0.0201346, 0.02355298, 0.9995016, 4.828755E-05, -7.727562E-05, 1.658779E-05, 0.9999998, -0.01832542, 0.009773556, 0.007330167, 0.01367188, 1.007324, 0.002929688, -0.04296112, -0.2317263, 0.2333193, 1, 1
290, 0.3040888, -0.3727168, 1.158492, -0.006017837, -0.02011509, 0.0235212, 0.9995028, 4.828755E-05, -7.727562E-05, 1.658779E-05, 0.9999998, -0.01832542, 0.009773556, 0.007330167, 0.01367188, 1.007324, 0.002929688, -0.04296112, -0.2317263, 0.2333193, 1, 1
298, 0.3040971, -0.3727172, 1.15849, -0.006107445, -0.02014824, 0.02361342, 0.9994995, 0.0001149117, -0.0001012051, 7.373327E-05, 0.9999998, 0.001221695, 0.02565558, -0.001221695, 0.01318359, 1.008301, 0.003173828, -0.04288283, -0.231604, 0.2335773, 1, 1
307, 0.3041083, -0.3727174, 1.158499, -0.006050606, -0.02013648, 0.02355285, 0.9995015, 0.0002034823, -0.0001309633, 0.0001105601, 0.9999998, 0.001221695, 0.008551861, 0.004886778, 0.009033203, 1.011475, 0.007324219, -0.04273402, -0.2315141, 0.2338581, 0.9938346, 1
315, 0.304112, -0.3727241, 1.158487, -0.006035966, -0.0201237, 0.02357884, 0.9995013, 0.0002973346, -0.0001802956, 0.0001364285, 0.9999999, -0.02321219, 0.006108472, -0.003665083, 0.008789063, 1.012207, 0.002441406, -0.04281678, -0.2316421, 0.2332855, 0.9910074, 1
